review_id,product,rating,review_text
498,Mechanical Keyboard,4,"Average product, expected better."
499,Wireless Earbuds,1,Not satisfied with the build quality.
500,Fitness Tracker,2,"Average product, expected better."
501,Wireless Earbuds,3,Battery life could be better.
502,Portable Charger,2,Not satisfied with the build quality.
503,Gaming Mouse,3,Good value for money.
504,Laptop Stand,2,Works as advertised.
505,Smartphone Case,2,Exceeded my expectations!
506,Wireless Earbuds,4,Exceeded my expectations!
507,Bluetooth Speaker,2,Not satisfied with the build quality.
508,Fitness Tracker,1,Battery life could be better.
509,Bluetooth Speaker,1,Good value for money.
510,Smartphone Case,1,Would not buy again.
511,Gaming Mouse,4,Exceeded my expectations!
512,Smartwatch,1,"Amazing performance, highly recommend."
513,Bluetooth Speaker,4,Good value for money.
514,Fitness Tracker,1,Would not buy again.
515,Smartwatch,3,Exceeded my expectations!
516,Laptop Stand,1,Exceeded my expectations!
517,LED Monitor,2,Good value for money.
518,Fitness Tracker,4,Not satisfied with the build quality.
519,Smartwatch,3,Battery life could be better.
520,Portable Charger,4,"Amazing performance, highly recommend."
521,Smartphone Case,3,Excellent quality and fast delivery.
522,Mechanical Keyboard,1,Good value for money.
523,Fitness Tracker,1,Not satisfied with the build quality.
524,Smartphone Case,1,Battery life could be better.
525,Mechanical Keyboard,4,Would not buy again.
526,Bluetooth Speaker,1,"Five stars, very happy with this purchase."
527,Fitness Tracker,5,"Average product, expected better."
528,Wireless Earbuds,1,Would not buy again.
529,Smartphone Case,3,Not satisfied with the build quality.
530,Laptop Stand,2,Works as advertised.
531,Gaming Mouse,2,Would not buy again.
532,Smartphone Case,2,Excellent quality and fast delivery.
533,Laptop Stand,4,Good value for money.
534,Gaming Mouse,3,Good value for money.
535,Laptop Stand,5,Exceeded my expectations!
536,Portable Charger,2,"Average product, expected better."
537,Smartwatch,3,Not satisfied with the build quality.
538,Gaming Mouse,1,Battery life could be better.
539,Laptop Stand,4,Not satisfied with the build quality.
540,Portable Charger,4,Good value for money.
541,Fitness Tracker,4,Exceeded my expectations!
542,Gaming Mouse,5,Works as advertised.
543,Laptop Stand,3,Would not buy again.
544,Gaming Mouse,3,Battery life could be better.
545,Mechanical Keyboard,1,"Amazing performance, highly recommend."
546,Fitness Tracker,1,"Amazing performance, highly recommend."
547,Gaming Mouse,2,"Average product, expected better."
548,Mechanical Keyboard,1,"Amazing performance, highly recommend."
549,Portable Charger,3,Not satisfied with the build quality.
550,Mechanical Keyboard,2,Exceeded my expectations!
551,Fitness Tracker,2,"Average product, expected better."
552,Wireless Earbuds,1,Not satisfied with the build quality.
553,Laptop Stand,5,"Amazing performance, highly recommend."
554,Smartwatch,4,Exceeded my expectations!
555,Bluetooth Speaker,1,Good value for money.
556,Mechanical Keyboard,3,Good value for money.
557,Portable Charger,2,Not satisfied with the build quality.
558,Portable Charger,3,"Average product, expected better."
559,Gaming Mouse,4,Battery life could be better.
560,Fitness Tracker,3,Excellent quality and fast delivery.
561,Wireless Earbuds,1,"Five stars, very happy with this purchase."
562,Gaming Mouse,4,Works as advertised.
563,Portable Charger,4,Would not buy again.
564,Wireless Earbuds,3,"Amazing performance, highly recommend."
565,LED Monitor,1,Not satisfied with the build quality.
566,Laptop Stand,1,Good value for money.
567,Gaming Mouse,2,Good value for money.
568,Fitness Tracker,3,Works as advertised.
569,Fitness Tracker,3,Good value for money.
570,Bluetooth Speaker,5,Excellent quality and fast delivery.
571,Laptop Stand,3,Good value for money.
572,Wireless Earbuds,2,"Average product, expected better."
573,Portable Charger,5,Good value for money.
574,LED Monitor,5,Good value for money.
575,Bluetooth Speaker,3,Not satisfied with the build quality.
576,Bluetooth Speaker,4,Works as advertised.
577,LED Monitor,3,Good value for money.
578,Laptop Stand,1,Exceeded my expectations!
579,Wireless Earbuds,5,Not satisfied with the build quality.
580,Mechanical Keyboard,4,Would not buy again.
581,Bluetooth Speaker,2,"Average product, expected better."
582,Bluetooth Speaker,5,Not satisfied with the build quality.
583,Gaming Mouse,4,Battery life could be better.
584,Smartwatch,1,"Five stars, very happy with this purchase."
585,Gaming Mouse,4,Good value for money.
586,Smartwatch,3,"Five stars, very happy with this purchase."
587,Fitness Tracker,4,"Average product, expected better."
588,Gaming Mouse,5,"Amazing performance, highly recommend."
589,Bluetooth Speaker,2,"Five stars, very happy with this purchase."
590,Gaming Mouse,5,Works as advertised.
591,Gaming Mouse,2,"Average product, expected better."
592,Wireless Earbuds,2,Works as advertised.
593,Smartphone Case,1,Works as advertised.
594,Mechanical Keyboard,1,Would not buy again.
595,Laptop Stand,3,Would not buy again.
596,Bluetooth Speaker,4,Not satisfied with the build quality.
597,Portable Charger,5,"Average product, expected better."
598,Mechanical Keyboard,1,"Average product, expected better."
599,Mechanical Keyboard,1,Battery life could be better.
600,Gaming Mouse,4,Not satisfied with the build quality.
601,Portable Charger,3,"Average product, expected better."
602,Gaming Mouse,4,Works as advertised.
603,Mechanical Keyboard,1,Excellent quality and fast delivery.
604,Fitness Tracker,1,Exceeded my expectations!
605,LED Monitor,3,"Average product, expected better."
606,Gaming Mouse,1,Battery life could be better.
607,Portable Charger,1,"Five stars, very happy with this purchase."
608,Wireless Earbuds,2,Excellent quality and fast delivery.
609,Portable Charger,2,Would not buy again.
610,Bluetooth Speaker,5,Works as advertised.
611,Bluetooth Speaker,4,Would not buy again.
612,Gaming Mouse,4,"Five stars, very happy with this purchase."
613,Wireless Earbuds,3,"Five stars, very happy with this purchase."
614,Smartwatch,1,Battery life could be better.
615,Laptop Stand,4,Exceeded my expectations!
616,Mechanical Keyboard,2,"Five stars, very happy with this purchase."
617,Fitness Tracker,4,Would not buy again.
618,Bluetooth Speaker,5,"Amazing performance, highly recommend."
619,Laptop Stand,2,Excellent quality and fast delivery.
620,LED Monitor,1,Battery life could be better.
621,Smartwatch,3,Battery life could be better.
622,Smartphone Case,1,Not satisfied with the build quality.
623,LED Monitor,4,Works as advertised.
624,Mechanical Keyboard,5,"Average product, expected better."
625,Fitness Tracker,4,"Amazing performance, highly recommend."
626,Gaming Mouse,4,Would not buy again.
627,Fitness Tracker,2,Excellent quality and fast delivery.
628,Portable Charger,3,Excellent quality and fast delivery.
629,Bluetooth Speaker,2,"Amazing performance, highly recommend."
630,Fitness Tracker,5,"Five stars, very happy with this purchase."
631,Laptop Stand,5,Not satisfied with the build quality.
632,Gaming Mouse,1,"Five stars, very happy with this purchase."
633,Wireless Earbuds,2,Would not buy again.
634,Mechanical Keyboard,5,"Five stars, very happy with this purchase."
635,Wireless Earbuds,2,Good value for money.
636,LED Monitor,1,"Average product, expected better."
637,Gaming Mouse,4,Good value for money.
638,LED Monitor,1,Good value for money.
639,Fitness Tracker,1,"Average product, expected better."
640,Gaming Mouse,3,"Amazing performance, highly recommend."
641,Gaming Mouse,4,Works as advertised.
642,Smartwatch,2,Exceeded my expectations!
643,Bluetooth Speaker,4,Exceeded my expectations!
644,Bluetooth Speaker,5,Exceeded my expectations!
645,Mechanical Keyboard,4,Would not buy again.
646,Mechanical Keyboard,4,"Average product, expected better."
647,Smartwatch,3,Would not buy again.
648,Bluetooth Speaker,2,Not satisfied with the build quality.
649,Smartwatch,5,Exceeded my expectations!
650,Mechanical Keyboard,1,Good value for money.
651,Bluetooth Speaker,5,Good value for money.
652,Smartphone Case,5,Battery life could be better.
653,Laptop Stand,3,Excellent quality and fast delivery.
654,Laptop Stand,3,Would not buy again.
655,Smartwatch,1,Not satisfied with the build quality.
656,Smartwatch,3,Good value for money.
657,Wireless Earbuds,3,"Average product, expected better."
658,Mechanical Keyboard,5,Exceeded my expectations!
659,Laptop Stand,1,Works as advertised.
660,Laptop Stand,3,Battery life could be better.
661,Bluetooth Speaker,2,"Average product, expected better."
662,Mechanical Keyboard,1,"Five stars, very happy with this purchase."
663,Wireless Earbuds,1,"Average product, expected better."
664,Gaming Mouse,4,Good value for money.
665,Mechanical Keyboard,4,"Average product, expected better."
666,Gaming Mouse,1,Excellent quality and fast delivery.
667,Portable Charger,5,Would not buy again.
668,Mechanical Keyboard,2,Battery life could be better.
669,Bluetooth Speaker,3,Good value for money.
670,LED Monitor,5,Exceeded my expectations!
671,LED Monitor,1,"Amazing performance, highly recommend."
672,Fitness Tracker,3,Works as advertised.
673,Bluetooth Speaker,1,Excellent quality and fast delivery.
674,LED Monitor,1,Would not buy again.
675,LED Monitor,4,Would not buy again.
676,Portable Charger,4,Exceeded my expectations!
677,LED Monitor,1,Good value for money.
678,Mechanical Keyboard,2,Not satisfied with the build quality.
679,Smartwatch,2,"Five stars, very happy with this purchase."
680,Fitness Tracker,2,Exceeded my expectations!
681,Wireless Earbuds,3,"Amazing performance, highly recommend."
682,Gaming Mouse,1,Would not buy again.
683,Wireless Earbuds,5,"Five stars, very happy with this purchase."
684,Laptop Stand,4,Not satisfied with the build quality.
685,Wireless Earbuds,3,Good value for money.
686,Laptop Stand,4,Not satisfied with the build quality.
687,Bluetooth Speaker,3,Exceeded my expectations!
688,Wireless Earbuds,1,Exceeded my expectations!
689,Bluetooth Speaker,2,Good value for money.
690,Wireless Earbuds,4,"Amazing performance, highly recommend."
691,Wireless Earbuds,1,"Amazing performance, highly recommend."
692,Wireless Earbuds,2,"Five stars, very happy with this purchase."
693,Fitness Tracker,4,Works as advertised.
694,Mechanical Keyboard,2,Not satisfied with the build quality.
695,Portable Charger,4,Exceeded my expectations!
696,Mechanical Keyboard,3,"Average product, expected better."
697,Wireless Earbuds,4,Would not buy again.
698,Smartwatch,3,Not satisfied with the build quality.
699,Gaming Mouse,4,Exceeded my expectations!
700,Gaming Mouse,5,Battery life could be better.
701,Fitness Tracker,2,Not satisfied with the build quality.
702,Wireless Earbuds,4,Exceeded my expectations!
703,Mechanical Keyboard,3,Exceeded my expectations!
704,Smartwatch,2,Battery life could be better.
705,Fitness Tracker,4,"Five stars, very happy with this purchase."
706,LED Monitor,1,Battery life could be better.
707,Gaming Mouse,5,Battery life could be better.
708,Gaming Mouse,1,Exceeded my expectations!
709,Smartphone Case,5,"Five stars, very happy with this purchase."
710,LED Monitor,4,Excellent quality and fast delivery.
711,Laptop Stand,4,Not satisfied with the build quality.
712,Fitness Tracker,5,Battery life could be better.
713,LED Monitor,3,Exceeded my expectations!
714,Smartwatch,3,Works as advertised.
715,Laptop Stand,3,Good value for money.
716,Bluetooth Speaker,5,"Amazing performance, highly recommend."
717,Smartphone Case,5,Good value for money.
718,Smartphone Case,3,Battery life could be better.
719,Bluetooth Speaker,2,Good value for money.
720,Gaming Mouse,4,Would not buy again.
721,Smartphone Case,1,Battery life could be better.
722,Laptop Stand,1,Exceeded my expectations!
723,Laptop Stand,2,Battery life could be better.
724,Smartphone Case,3,Battery life could be better.
725,Bluetooth Speaker,4,Good value for money.
726,Fitness Tracker,1,Exceeded my expectations!
727,Gaming Mouse,2,"Average product, expected better."
728,Smartwatch,2,"Average product, expected better."
729,Mechanical Keyboard,3,"Five stars, very happy with this purchase."
730,Laptop Stand,5,"Average product, expected better."
731,Bluetooth Speaker,2,Would not buy again.
732,Gaming Mouse,5,Excellent quality and fast delivery.
733,Portable Charger,1,Battery life could be better.
734,Bluetooth Speaker,2,Good value for money.
735,Wireless Earbuds,4,"Five stars, very happy with this purchase."
736,Smartphone Case,3,"Five stars, very happy with this purchase."
737,Gaming Mouse,5,Not satisfied with the build quality.
738,Bluetooth Speaker,2,Battery life could be better.
739,Fitness Tracker,2,Good value for money.
740,Mechanical Keyboard,4,"Average product, expected better."
741,Wireless Earbuds,2,Good value for money.
742,Smartwatch,4,Exceeded my expectations!
743,LED Monitor,2,Good value for money.
744,LED Monitor,3,Battery life could be better.
745,Smartwatch,2,Excellent quality and fast delivery.
746,LED Monitor,2,Works as advertised.
747,LED Monitor,1,Excellent quality and fast delivery.
748,LED Monitor,2,Good value for money.
749,Smartphone Case,3,"Amazing performance, highly recommend."
750,Gaming Mouse,3,Exceeded my expectations!
751,Smartwatch,2,Good value for money.
752,Fitness Tracker,4,Excellent quality and fast delivery.
753,Smartwatch,1,Good value for money.
754,Mechanical Keyboard,2,Not satisfied with the build quality.
755,Laptop Stand,4,"Five stars, very happy with this purchase."
756,Fitness Tracker,2,Not satisfied with the build quality.
757,LED Monitor,1,Battery life could be better.
758,Smartphone Case,4,"Average product, expected better."
759,Fitness Tracker,4,Exceeded my expectations!
760,LED Monitor,1,"Five stars, very happy with this purchase."
761,Smartphone Case,1,"Amazing performance, highly recommend."
762,Laptop Stand,4,"Amazing performance, highly recommend."
763,Fitness Tracker,3,"Amazing performance, highly recommend."
764,Bluetooth Speaker,4,Works as advertised.
765,LED Monitor,2,Exceeded my expectations!
766,Bluetooth Speaker,5,Battery life could be better.
767,Smartphone Case,4,Would not buy again.
768,LED Monitor,1,"Five stars, very happy with this purchase."
769,LED Monitor,3,"Five stars, very happy with this purchase."
770,Laptop Stand,2,Would not buy again.
771,Laptop Stand,2,Would not buy again.
772,LED Monitor,4,"Average product, expected better."
773,Laptop Stand,1,"Five stars, very happy with this purchase."
774,Smartphone Case,3,Exceeded my expectations!
775,Laptop Stand,2,Works as advertised.
776,Fitness Tracker,4,"Average product, expected better."
777,Bluetooth Speaker,4,Works as advertised.
778,Gaming Mouse,5,Works as advertised.
779,Gaming Mouse,2,"Average product, expected better."
780,Smartphone Case,5,"Amazing performance, highly recommend."
781,Portable Charger,4,Works as advertised.
782,Fitness Tracker,5,Good value for money.
783,Smartphone Case,3,"Five stars, very happy with this purchase."
784,Gaming Mouse,3,Works as advertised.
785,Laptop Stand,5,"Amazing performance, highly recommend."
786,Smartwatch,4,"Average product, expected better."
787,Laptop Stand,1,"Five stars, very happy with this purchase."
788,Mechanical Keyboard,1,Battery life could be better.
789,Bluetooth Speaker,4,"Five stars, very happy with this purchase."
790,Gaming Mouse,4,Battery life could be better.
791,Smartwatch,5,"Amazing performance, highly recommend."
792,Mechanical Keyboard,1,Not satisfied with the build quality.
793,Smartphone Case,5,"Amazing performance, highly recommend."
794,Bluetooth Speaker,5,"Average product, expected better."
795,Mechanical Keyboard,4,Excellent quality and fast delivery.
796,Gaming Mouse,2,Battery life could be better.
797,LED Monitor,2,Excellent quality and fast delivery.
798,Wireless Earbuds,1,Exceeded my expectations!
799,Portable Charger,2,Would not buy again.
800,Mechanical Keyboard,1,"Amazing performance, highly recommend."
801,Wireless Earbuds,3,"Average product, expected better."
802,Gaming Mouse,4,Good value for money.
803,Smartphone Case,1,"Amazing performance, highly recommend."
804,LED Monitor,5,Would not buy again.
805,Smartwatch,3,"Amazing performance, highly recommend."
806,Gaming Mouse,5,Not satisfied with the build quality.
807,Smartphone Case,1,Exceeded my expectations!
808,LED Monitor,1,"Five stars, very happy with this purchase."
809,Wireless Earbuds,5,"Amazing performance, highly recommend."
810,Gaming Mouse,5,"Average product, expected better."
811,Portable Charger,1,"Five stars, very happy with this purchase."
812,Wireless Earbuds,3,Exceeded my expectations!
813,Smartphone Case,3,Would not buy again.
814,Fitness Tracker,4,Would not buy again.
815,Portable Charger,1,Good value for money.
816,Laptop Stand,2,"Average product, expected better."
817,Laptop Stand,3,Works as advertised.
818,Portable Charger,1,Battery life could be better.
819,LED Monitor,4,Exceeded my expectations!
820,Gaming Mouse,5,Not satisfied with the build quality.
821,Laptop Stand,5,Not satisfied with the build quality.
822,Mechanical Keyboard,1,Works as advertised.
823,Smartwatch,2,"Amazing performance, highly recommend."
824,Smartwatch,4,Works as advertised.
825,LED Monitor,2,Excellent quality and fast delivery.
826,Portable Charger,2,Good value for money.
827,Fitness Tracker,3,"Amazing performance, highly recommend."
828,Wireless Earbuds,3,Battery life could be better.
829,Bluetooth Speaker,4,Good value for money.
830,Smartwatch,2,Excellent quality and fast delivery.
831,LED Monitor,1,"Average product, expected better."
832,Mechanical Keyboard,3,"Five stars, very happy with this purchase."
833,Gaming Mouse,5,Exceeded my expectations!
834,Laptop Stand,4,Not satisfied with the build quality.
835,Wireless Earbuds,5,"Five stars, very happy with this purchase."
836,Wireless Earbuds,1,Good value for money.
837,Laptop Stand,5,Works as advertised.
838,Smartwatch,4,Excellent quality and fast delivery.
839,Mechanical Keyboard,4,Good value for money.
840,Smartphone Case,2,Battery life could be better.
841,Fitness Tracker,5,Would not buy again.
842,Bluetooth Speaker,3,Exceeded my expectations!
843,Laptop Stand,4,"Amazing performance, highly recommend."
844,Gaming Mouse,1,Exceeded my expectations!
845,Smartphone Case,2,Would not buy again.
846,Smartwatch,2,"Average product, expected better."
847,LED Monitor,2,"Five stars, very happy with this purchase."
848,Wireless Earbuds,5,Works as advertised.
849,Wireless Earbuds,1,Excellent quality and fast delivery.
850,Smartphone Case,1,Good value for money.
851,Smartwatch,5,Not satisfied with the build quality.
852,Fitness Tracker,3,"Amazing performance, highly recommend."
853,LED Monitor,2,Exceeded my expectations!
854,Smartphone Case,5,"Amazing performance, highly recommend."
855,Wireless Earbuds,3,Good value for money.
856,Fitness Tracker,2,Exceeded my expectations!
857,Bluetooth Speaker,4,Works as advertised.
858,LED Monitor,2,Would not buy again.
859,Smartphone Case,1,Good value for money.
860,Mechanical Keyboard,2,Exceeded my expectations!
861,LED Monitor,4,Exceeded my expectations!
862,Bluetooth Speaker,3,Not satisfied with the build quality.
863,Smartphone Case,5,"Amazing performance, highly recommend."
864,Fitness Tracker,4,Exceeded my expectations!
865,Mechanical Keyboard,4,Excellent quality and fast delivery.
866,Fitness Tracker,5,"Five stars, very happy with this purchase."
867,Bluetooth Speaker,1,Would not buy again.
868,Bluetooth Speaker,4,Would not buy again.
869,Smartwatch,3,Works as advertised.
870,Bluetooth Speaker,1,Excellent quality and fast delivery.
871,Portable Charger,2,"Five stars, very happy with this purchase."
872,Smartwatch,1,Not satisfied with the build quality.
873,Wireless Earbuds,1,"Average product, expected better."
874,Mechanical Keyboard,4,Would not buy again.
875,Gaming Mouse,1,Works as advertised.
876,Laptop Stand,3,Would not buy again.
877,Fitness Tracker,1,Battery life could be better.
878,Fitness Tracker,4,Would not buy again.
879,LED Monitor,4,Would not buy again.
880,Smartphone Case,3,Not satisfied with the build quality.
881,Gaming Mouse,3,Battery life could be better.
882,LED Monitor,5,Exceeded my expectations!
883,Laptop Stand,3,"Five stars, very happy with this purchase."
884,Bluetooth Speaker,3,Not satisfied with the build quality.
885,Laptop Stand,2,"Average product, expected better."
886,Laptop Stand,4,Would not buy again.
887,Fitness Tracker,3,Excellent quality and fast delivery.
888,Laptop Stand,2,Not satisfied with the build quality.
889,Smartwatch,2,Works as advertised.
890,Laptop Stand,2,Battery life could be better.
891,Wireless Earbuds,3,"Five stars, very happy with this purchase."
892,Fitness Tracker,3,Excellent quality and fast delivery.
893,Gaming Mouse,4,"Average product, expected better."
894,Mechanical Keyboard,5,Not satisfied with the build quality.
895,Smartphone Case,5,Battery life could be better.
896,Mechanical Keyboard,3,Works as advertised.
897,Bluetooth Speaker,5,Exceeded my expectations!
898,Smartphone Case,1,"Average product, expected better."
899,Laptop Stand,2,Works as advertised.
900,Laptop Stand,3,Not satisfied with the build quality.
901,Fitness Tracker,4,"Average product, expected better."
902,Smartphone Case,5,Good value for money.
903,LED Monitor,3,"Five stars, very happy with this purchase."
904,Portable Charger,2,Battery life could be better.
905,Wireless Earbuds,4,"Amazing performance, highly recommend."
906,Fitness Tracker,5,Works as advertised.
907,Fitness Tracker,2,"Five stars, very happy with this purchase."
908,LED Monitor,1,"Average product, expected better."
909,Laptop Stand,5,Not satisfied with the build quality.
910,Laptop Stand,2,Would not buy again.
911,Mechanical Keyboard,2,"Five stars, very happy with this purchase."
912,Gaming Mouse,5,Good value for money.
913,Laptop Stand,4,Works as advertised.
914,LED Monitor,1,Exceeded my expectations!
915,LED Monitor,5,"Five stars, very happy with this purchase."
916,LED Monitor,5,Would not buy again.
917,Wireless Earbuds,2,Excellent quality and fast delivery.
918,Portable Charger,2,Not satisfied with the build quality.
919,Portable Charger,5,"Average product, expected better."
920,Wireless Earbuds,4,"Amazing performance, highly recommend."
921,Portable Charger,2,"Five stars, very happy with this purchase."
922,Smartwatch,2,Good value for money.
923,Gaming Mouse,1,Would not buy again.
924,Mechanical Keyboard,4,Good value for money.
925,Bluetooth Speaker,1,Not satisfied with the build quality.
926,Mechanical Keyboard,5,"Average product, expected better."
927,Bluetooth Speaker,5,Would not buy again.
928,Fitness Tracker,5,Excellent quality and fast delivery.
929,Fitness Tracker,4,Excellent quality and fast delivery.
930,Wireless Earbuds,5,Not satisfied with the build quality.
931,Laptop Stand,1,"Average product, expected better."
932,LED Monitor,3,Good value for money.
933,Fitness Tracker,3,"Five stars, very happy with this purchase."
934,Fitness Tracker,2,Good value for money.
935,Smartphone Case,4,Would not buy again.
936,Mechanical Keyboard,5,"Average product, expected better."
937,Wireless Earbuds,2,Excellent quality and fast delivery.
938,Mechanical Keyboard,1,Not satisfied with the build quality.
939,LED Monitor,1,"Average product, expected better."
940,Portable Charger,1,Works as advertised.
941,Wireless Earbuds,4,Excellent quality and fast delivery.
942,LED Monitor,4,Exceeded my expectations!
943,Gaming Mouse,3,Battery life could be better.
944,Wireless Earbuds,5,Good value for money.
945,Wireless Earbuds,1,Good value for money.
946,LED Monitor,1,Good value for money.
947,LED Monitor,3,Works as advertised.
948,Bluetooth Speaker,1,Would not buy again.
949,Wireless Earbuds,3,Good value for money.
950,Fitness Tracker,1,"Five stars, very happy with this purchase."
951,Mechanical Keyboard,4,"Average product, expected better."
952,Portable Charger,1,Good value for money.
953,Smartwatch,2,Would not buy again.
954,Laptop Stand,4,Exceeded my expectations!
955,Fitness Tracker,2,Works as advertised.
956,Mechanical Keyboard,3,"Five stars, very happy with this purchase."
957,Wireless Earbuds,2,"Average product, expected better."
958,Fitness Tracker,2,Exceeded my expectations!
959,Fitness Tracker,2,"Five stars, very happy with this purchase."
960,Bluetooth Speaker,1,Exceeded my expectations!
961,Smartwatch,4,Battery life could be better.
962,Gaming Mouse,1,Would not buy again.
963,Fitness Tracker,4,Battery life could be better.
964,Fitness Tracker,2,"Average product, expected better."
965,Gaming Mouse,2,Battery life could be better.
966,Gaming Mouse,5,Exceeded my expectations!
967,Smartphone Case,4,Not satisfied with the build quality.
968,Smartphone Case,5,"Average product, expected better."
969,Gaming Mouse,1,Exceeded my expectations!
970,Smartphone Case,2,"Five stars, very happy with this purchase."
971,Wireless Earbuds,4,"Amazing performance, highly recommend."
972,Fitness Tracker,2,Good value for money.
973,Fitness Tracker,1,"Average product, expected better."
974,Gaming Mouse,5,Battery life could be better.
975,Bluetooth Speaker,5,"Average product, expected better."
976,Smartphone Case,4,Not satisfied with the build quality.
977,Laptop Stand,2,Would not buy again.
978,Gaming Mouse,3,Exceeded my expectations!
979,Portable Charger,3,Good value for money.
980,LED Monitor,4,Would not buy again.
981,Smartwatch,4,Would not buy again.
982,Mechanical Keyboard,4,Battery life could be better.
983,Fitness Tracker,1,Good value for money.
984,Gaming Mouse,1,"Amazing performance, highly recommend."
985,Bluetooth Speaker,4,"Five stars, very happy with this purchase."
986,Wireless Earbuds,4,Battery life could be better.
987,LED Monitor,1,Not satisfied with the build quality.
988,Smartphone Case,4,Not satisfied with the build quality.
989,LED Monitor,2,Not satisfied with the build quality.
990,Gaming Mouse,1,"Five stars, very happy with this purchase."
991,Fitness Tracker,3,Works as advertised.
992,Portable Charger,4,Not satisfied with the build quality.
993,Portable Charger,1,Battery life could be better.
994,Bluetooth Speaker,4,Excellent quality and fast delivery.
995,Mechanical Keyboard,1,Excellent quality and fast delivery.
996,Laptop Stand,5,Exceeded my expectations!
997,Bluetooth Speaker,2,Not satisfied with the build quality.
998,Laptop Stand,3,"Five stars, very happy with this purchase."
999,Gaming Mouse,3,Exceeded my expectations!
1000,Smartphone Case,3,Excellent quality and fast delivery.
